,cik,year,10-K,10-Q,10-KQ
13063,54424,2011,1,3,4
13064,54424,2012,1,3,4
13065,54424,2013,1,1,2
13066,54441,1995,0,1,1
13067,54441,1996,0,1,1
13068,54441,1997,1,3,4
13069,54441,1998,1,3,4
13070,54441,1999,1,3,4
13071,54441,2000,1,3,4
13072,54441,2001,1,3,4
13073,54441,2002,1,3,4
13074,54441,2003,1,3,4
13075,54441,2004,1,3,4
13076,54441,2005,1,3,4
13077,54441,2006,2,3,5
13078,54441,2007,1,3,4
13079,54441,2008,1,3,4
13080,54441,2009,1,3,4
13081,54441,2010,1,3,4
13082,54441,2011,1,3,4
13083,54441,2012,1,3,4
13084,54441,2013,1,3,4
13085,54441,2014,1,3,4
13086,54441,2015,1,3,4
13087,54473,1995,0,1,1
13088,54473,1996,1,1,2
13089,54473,1997,1,3,4
13090,54473,1998,1,3,4
13091,54473,1999,1,3,4
13092,54473,2000,1,3,4
13093,54473,2001,1,3,4
13094,54473,2002,1,3,4
13095,54473,2003,1,3,4
13096,54473,2004,1,3,4
13097,54473,2005,1,3,4
13098,54473,2006,1,3,4
13099,54473,2007,1,3,4
13100,54473,2008,1,3,4
13101,54473,2009,1,3,4
13102,54473,2010,1,3,4
13103,54473,2011,1,3,4
13104,54473,2012,1,3,4
13105,54473,2013,1,3,4
13106,54473,2014,1,3,4
13107,54473,2015,1,3,4
13108,54476,1995,0,1,1
13109,54476,1996,1,1,2
13110,54476,1997,0,3,3
13111,54476,1998,0,3,3
13112,54476,1999,0,3,3
13113,54476,2000,0,3,3
13114,54476,2001,0,3,3
13115,54476,2002,0,3,3
13116,54476,2003,1,3,4
13117,54476,2004,1,3,4
13118,54476,2005,1,2,3
13119,54476,2006,1,1,2
13120,54476,2007,0,3,3
13121,54476,2008,1,1,2
13122,54476,2009,0,1,1
13123,54476,2013,0,2,2
13124,54476,2014,1,3,4
13125,54476,2015,1,3,4
13126,54476,2016,1,3,4
13127,54476,2017,1,3,4
13128,54480,1995,0,1,1
13129,54480,1996,0,1,1
13130,54480,1997,1,3,4
13131,54480,1998,1,3,4
13132,54480,1999,1,3,4
13133,54480,2000,1,3,4
13134,54480,2001,1,3,4
13135,54480,2002,0,3,3
13136,54480,2003,1,3,4
13137,54480,2004,1,3,4
13138,54480,2005,1,3,4
13139,54480,2006,1,3,4
13140,54480,2007,1,3,4
13141,54480,2008,1,3,4
13142,54480,2009,1,3,4
13143,54480,2010,1,3,4
13144,54480,2011,1,3,4
13145,54480,2012,1,3,4
13146,54480,2013,1,3,4
13147,54480,2014,1,3,4
13148,54480,2015,1,3,4
13149,54480,2016,1,3,4
13150,54480,2017,1,3,4
13151,54480,2018,1,0,1
13152,54496,1995,0,1,1
13153,54496,1996,1,1,2
13154,54496,1997,1,3,4
13155,54496,1998,1,3,4
13156,54496,1999,1,3,4
13157,54496,2000,0,3,3
13158,54496,2001,0,3,3
13159,54496,2002,0,4,4
13160,54496,2003,1,3,4
13161,54496,2004,1,3,4
13162,54496,2005,1,3,4
13163,54496,2006,1,3,4
13164,54502,1995,0,1,1
13165,54502,1996,1,1,2
13166,54502,1997,0,3,3
13167,54502,1998,1,3,4
13168,54502,1999,1,3,4
13169,54502,2000,1,3,4
13170,54502,2001,1,3,4
13171,54502,2002,0,3,3
13172,54502,2003,1,3,4
13173,54502,2004,1,3,4
13174,54502,2005,1,3,4
13175,54502,2006,1,3,4
13176,54502,2007,1,3,4
13177,54502,2008,1,3,4
13178,54502,2009,1,3,4
13179,54502,2010,1,3,4
13180,54507,1995,0,1,1
13181,54507,1996,1,1,2
13182,54507,1997,1,3,4
13183,54507,1998,1,3,4
13184,54507,1999,0,3,3
13185,54507,2000,0,3,3
13186,54507,2001,0,3,3
13187,54507,2002,0,4,4
13188,54507,2003,1,3,4
13189,54507,2004,1,3,4
13190,54507,2005,1,3,4
13191,54507,2006,1,3,4
13192,54507,2007,1,3,4
13193,54507,2008,1,3,4
13194,54507,2009,1,3,4
13195,54507,2010,1,3,4
13196,54507,2011,1,3,4
13197,54507,2012,1,3,4
13198,54507,2013,1,3,4
13199,54507,2014,1,3,4
13200,54507,2015,1,3,4
13201,54507,2016,1,3,4
13202,54507,2017,1,3,4
13203,54681,1995,0,1,1
13204,54681,1996,0,1,1
13205,54681,1997,1,3,4
13206,54681,1998,1,3,4
13207,54681,1999,1,3,4
13208,54681,2000,1,3,4
13209,54681,2001,0,3,3
13210,54681,2002,1,4,5
13211,54681,2003,1,3,4
13212,54681,2004,1,3,4
13213,54681,2005,1,4,5
13214,54681,2006,1,3,4
13215,54681,2007,1,3,4
13216,54681,2008,1,3,4
13217,54681,2009,1,3,4
13218,54681,2010,1,3,4
13219,54681,2011,1,3,4
13220,54681,2012,1,3,4
13221,54681,2013,1,3,4
13222,54681,2014,1,3,4
13223,54681,2015,1,3,4
13224,54681,2016,1,3,4
13225,54727,1995,1,0,1
13226,54727,1996,0,1,1
13227,54727,1997,0,3,3
13228,54727,1998,1,3,4
13229,54750,1995,0,1,1
13230,54883,1995,0,1,1
13231,54883,1996,1,1,2
13232,54883,1997,0,3,3
13233,54883,1998,0,3,3
13234,54883,1999,1,3,4
13235,54883,2000,1,3,4
13236,54883,2001,0,3,3
13237,54883,2002,1,3,4
13238,54883,2003,1,3,4
13239,54883,2004,1,3,4
13240,54883,2005,1,3,4
13241,54883,2006,1,3,4
13242,54991,1995,1,0,1
13243,54991,1996,1,1,2
13244,54991,1997,0,3,3
13245,54991,1998,0,3,3
13246,54991,1999,1,3,4
13247,54991,2000,0,3,3
13248,54991,2001,0,3,3
13249,54991,2002,1,3,4
13250,54991,2003,1,3,4
13251,54991,2004,1,3,4
13252,54991,2005,1,3,4
13253,54991,2006,1,3,4
13254,54991,2007,1,3,4
13255,54991,2008,1,3,4
13256,54991,2009,1,3,4
13257,54991,2010,1,3,4
13258,55067,1995,0,1,1
13259,55067,1996,1,1,2
13260,55067,1997,0,3,3
13261,55067,1998,1,3,4
13262,55067,1999,1,3,4
13263,55067,2000,1,3,4
13264,55067,2001,1,3,4
13265,55067,2002,1,3,4
13266,55067,2003,1,3,4
13267,55067,2004,1,3,4
13268,55067,2005,1,3,4
13269,55067,2006,1,3,4
13270,55067,2007,1,3,4
13271,55067,2008,1,3,4
13272,55067,2009,1,3,4
13273,55067,2010,1,3,4
13274,55067,2011,1,3,4
13275,55067,2012,1,3,4
13276,55067,2013,1,3,4
13277,55067,2014,1,3,4
13278,55067,2015,1,3,4
13279,55067,2016,1,3,4
13280,55067,2017,1,3,4
13281,55080,1995,0,1,1
13282,55080,1996,0,2,2
13283,55080,1997,0,3,3
13284,55080,1998,0,3,3
13285,55080,1999,1,3,4
13286,55080,2000,1,3,4
13287,55080,2001,0,3,3
13288,55080,2002,1,3,4
13289,55080,2003,1,3,4
13290,55080,2004,1,3,4
13291,55080,2005,1,2,3
13292,55080,2006,1,4,5
13293,55080,2007,1,3,4
13294,55135,1995,0,1,1
13295,55135,1996,1,1,2
13296,55135,1997,0,3,3
13297,55135,1998,0,3,3
13298,55135,1999,0,3,3
13299,55135,2000,0,3,3
13300,55135,2001,0,3,3
13301,55135,2002,0,3,3
13302,55135,2003,1,3,4
13303,55135,2004,1,3,4
13304,55135,2005,1,3,4
13305,55135,2006,1,3,4
13306,55135,2007,1,3,4
13307,55135,2008,1,3,4
13308,55135,2009,1,3,4
13309,55135,2010,1,3,4
13310,55135,2011,1,3,4
13311,55135,2012,1,3,4
13312,55135,2013,1,3,4
13313,55135,2014,1,3,4
13314,55135,2015,1,3,4
13315,55135,2016,1,3,4
13316,55135,2017,1,3,4
13317,55195,1995,0,1,1
13318,55234,1999,1,1,2
13319,55234,2000,0,5,5
13320,55234,2001,1,3,4
13321,55234,2002,1,3,4
13322,55234,2003,1,3,4
13323,55234,2004,1,3,4
13324,55234,2005,1,3,4
13325,55234,2006,1,3,4
13326,55234,2007,1,3,4
13327,55234,2008,1,3,4
13328,55234,2009,1,3,4
13329,55234,2010,1,3,4
13330,55234,2011,1,2,3
13331,55242,1995,0,1,1
13332,55242,1996,0,2,2
13333,55242,1997,0,3,3
13334,55242,1998,0,3,3
13335,55242,1999,0,4,4
13336,55242,2000,0,3,3
13337,55242,2001,0,3,3
13338,55242,2002,1,4,5
13339,55242,2003,1,3,4
13340,55242,2004,1,3,4
13341,55242,2005,1,3,4
13342,55242,2006,1,3,4
13343,55242,2007,1,3,4
13344,55242,2008,1,3,4
13345,55242,2009,1,3,4
13346,55242,2010,1,3,4
13347,55242,2011,1,3,4
13348,55242,2012,1,3,4
13349,55242,2013,1,3,4
13350,55242,2014,1,3,4
13351,55242,2015,1,3,4
13352,55242,2016,1,3,4
13353,55242,2017,1,3,4
13354,55362,1995,0,1,1
13355,55362,1996,0,1,1
13356,55362,1997,0,3,3
13357,55362,1998,0,2,2
13358,55362,1999,0,3,3
13359,55362,2000,0,3,3
13360,55362,2001,0,3,3
13361,55362,2002,0,3,3
13362,55362,2003,1,3,4
13363,55362,2004,1,3,4
13364,55362,2005,1,3,4
13365,55362,2006,1,3,4
13366,55362,2007,1,3,4
13367,55362,2008,1,3,4
13368,55362,2009,1,3,4
13369,55362,2010,1,3,4
13370,55362,2011,1,3,4
13371,55362,2012,1,3,4
13372,55362,2013,1,3,4
13373,55362,2014,1,3,4
13374,55362,2015,1,3,4
13375,55362,2016,1,3,4
13376,55362,2017,1,3,4
13377,55373,1995,0,1,1
13378,55373,1996,0,1,1
13379,55373,1997,0,3,3
13380,55373,1998,0,3,3
13381,55373,1999,0,3,3
13382,55373,2000,0,3,3
13383,55373,2001,0,3,3
13384,55373,2002,0,3,3
13385,55373,2003,1,3,4
13386,55373,2004,1,3,4
13387,55373,2005,1,3,4
13388,55373,2006,1,3,4
13389,55373,2007,1,1,2
13390,55387,1995,0,1,1
13391,55387,1996,0,1,1
13392,55387,1997,0,2,2
13393,55387,1998,0,1,1
13394,55387,2001,0,2,2
13395,55387,2002,0,2,2
13396,55387,2006,1,3,4
13397,55393,1995,0,1,1
13398,55393,1996,1,1,2
13399,55393,1997,0,1,1
13400,55454,1995,0,1,1
13401,55454,1996,0,1,1
13402,55454,1997,0,3,3
13403,55454,2009,0,1,1
13404,55458,1995,0,1,1
13405,55458,1996,0,1,1
13406,55458,1997,1,3,4
13407,55458,1998,1,3,4
13408,55458,1999,1,3,4
13409,55458,2000,1,3,4
13410,55458,2001,0,2,2
13411,55529,1995,0,1,1
13412,55529,1996,0,2,2
13413,55529,1997,1,3,4
13414,55529,1998,1,3,4
13415,55529,1999,1,3,4
13416,55529,2000,0,4,4
13417,55529,2001,0,3,3
13418,55529,2002,1,3,4
13419,55529,2003,1,3,4
13420,55529,2004,1,3,4
13421,55529,2005,1,3,4
13422,55529,2006,1,3,4
13423,55529,2007,1,3,4
13424,55529,2008,1,3,4
13425,55529,2009,1,3,4
13426,55529,2010,1,3,4
13427,55529,2011,1,3,4
13428,55529,2012,1,3,4
13429,55529,2013,1,3,4
13430,55529,2014,1,3,4
13431,55529,2015,1,3,4
13432,55529,2016,1,3,4
13433,55529,2017,1,3,4
13434,55604,1995,0,1,1
13435,55604,1996,0,1,1
13436,55604,1997,1,3,4
13437,55604,1998,1,3,4
13438,55604,1999,1,3,4
13439,55604,2000,1,3,4
13440,55604,2001,1,3,4
13441,55604,2002,1,3,4
13442,55604,2003,1,3,4
13443,55604,2005,1,0,1
13444,55604,2006,2,6,8
13445,55604,2007,1,3,4
13446,55604,2008,1,3,4
13447,55604,2009,1,3,4
13448,55604,2010,1,3,4
13449,55604,2011,1,3,4
13450,55604,2012,1,3,4
13451,55604,2013,1,1,2
13452,55642,1995,0,2,2
13453,55642,1996,0,1,1
13454,55642,1997,0,2,2
13455,55698,1995,0,1,1
13456,55698,1996,0,1,1
13457,55698,1997,0,3,3
13458,55698,1998,0,3,3
13459,55698,1999,0,3,3
13460,55698,2000,0,3,3
13461,55698,2001,0,3,3
13462,55698,2002,0,3,3
13463,55698,2003,1,3,4
13464,55698,2004,1,2,3
13465,55772,1995,0,1,1
13466,55772,1996,0,2,2
13467,55772,1997,0,3,3
13468,55772,1998,0,3,3
13469,55772,1999,0,3,3
13470,55772,2000,0,3,3
13471,55772,2001,0,3,3
13472,55772,2002,1,3,4
13473,55772,2003,1,3,4
13474,55772,2004,1,3,4
13475,55772,2005,1,3,4
13476,55772,2006,1,3,4
13477,55772,2007,1,3,4
13478,55772,2008,1,3,4
13479,55772,2009,1,3,4
13480,55772,2010,1,3,4
13481,55772,2011,1,3,4
13482,55772,2012,1,3,4
13483,55772,2013,1,3,4
13484,55772,2014,1,3,4
13485,55772,2015,1,3,4
13486,55772,2016,1,3,4
13487,55772,2017,1,3,4
13488,55772,2018,0,1,1
13489,55785,1995,0,1,1
13490,55785,1996,1,1,2
13491,55785,1997,1,3,4
13492,55785,1998,1,3,4
13493,55785,1999,1,3,4
13494,55785,2000,1,3,4
13495,55785,2001,1,3,4
13496,55785,2002,1,3,4
13497,55785,2003,1,3,4
13498,55785,2004,1,3,4
13499,55785,2005,1,3,4
13500,55785,2006,1,3,4
13501,55785,2007,1,3,4
13502,55785,2008,1,3,4
13503,55785,2009,1,3,4
13504,55785,2010,1,3,4
13505,55785,2011,1,3,4
13506,55785,2012,1,3,4
13507,55785,2013,1,3,4
13508,55785,2014,1,3,4
13509,55785,2015,1,3,4
13510,55785,2016,1,3,4
13511,55785,2017,1,3,4
13512,55805,1995,0,1,1
13513,55805,1996,0,1,1
13514,55805,1997,2,3,5
13515,55805,1998,0,3,3
13516,55805,1999,0,3,3
13517,55805,2000,0,2,2
13518,55805,2001,0,3,3
13519,55805,2002,0,3,3
13520,55805,2003,1,3,4
13521,55805,2004,1,3,4
13522,55805,2005,1,3,4
13523,55805,2006,1,3,4
13524,55805,2007,1,3,4
13525,55805,2008,1,3,4
13526,55805,2009,1,3,4
13527,55805,2010,1,1,2
13528,55820,1997,0,3,3
13529,55820,1998,1,3,4
13530,55820,1999,1,3,4
13531,55820,2000,0,3,3
13532,55820,2001,0,3,3
13533,55820,2002,1,3,4
13534,55820,2003,1,3,4
13535,55820,2004,1,2,3
13536,55820,2005,1,3,4
13537,55820,2006,1,3,4
13538,56047,1995,0,1,1
13539,56047,1996,1,1,2
13540,56047,1997,1,3,4
13541,56047,1998,0,3,3
13542,56047,1999,0,3,3
13543,56047,2000,0,3,3
13544,56047,2001,0,3,3
13545,56047,2002,0,3,3
13546,56047,2003,1,3,4
13547,56047,2004,1,3,4
13548,56047,2005,1,3,4
13549,56047,2006,1,3,4
13550,56047,2007,1,3,4
13551,56047,2008,1,3,4
13552,56047,2009,1,3,4
13553,56047,2010,1,3,4
13554,56047,2011,1,3,4
13555,56047,2012,1,3,4
13556,56047,2013,1,3,4
13557,56047,2014,1,3,4
13558,56047,2015,1,3,4
13559,56047,2016,1,3,4
13560,56047,2017,1,3,4
13561,56151,1996,1,1,2
13562,56151,1997,1,2,3
13563,56151,1998,1,3,4
13564,56151,1999,1,3,4
13565,56151,2000,1,3,4
13566,56151,2001,1,3,4
13567,56151,2002,1,3,4
13568,56252,1995,0,1,1
13569,56252,1996,1,1,2
13570,56252,1997,1,1,2
13571,56356,1996,0,1,1
13572,56362,1995,0,1,1
13573,56362,1996,0,2,2
13574,56362,1997,1,3,4
13575,56362,1998,1,3,4
13576,56362,1999,1,3,4
13577,56362,2000,1,3,4
13578,56362,2001,1,3,4
13579,56362,2002,1,3,4
13580,56362,2003,1,3,4
13581,56362,2004,1,3,4
13582,56362,2005,1,3,4
13583,56362,2006,0,2,2
13584,56583,1995,0,1,1
13585,56583,1996,1,1,2
13586,56583,1997,1,3,4
13587,56583,1998,1,3,4
13588,56583,1999,1,3,4
13589,56583,2000,0,1,1
13590,56679,1999,1,3,4
13591,56679,2000,1,3,4
13592,56679,2001,1,3,4
13593,56679,2002,1,3,4
13594,56679,2003,1,3,4
13595,56679,2004,1,3,4
13596,56679,2005,1,3,4
13597,56679,2006,1,3,4
13598,56679,2007,1,3,4
13599,56679,2008,1,3,4
13600,56679,2009,1,3,4
13601,56679,2010,1,3,4
13602,56679,2011,1,3,4
13603,56679,2012,1,3,4
13604,56679,2013,1,3,4
13605,56679,2014,1,3,4
13606,56679,2015,1,3,4
13607,56679,2016,1,3,4
13608,56679,2017,1,3,4
13609,56701,1996,0,2,2
13610,56701,1997,1,3,4
13611,56701,1998,1,4,5
13612,56701,1999,0,3,3
13613,56701,2000,0,3,3
13614,56701,2001,0,3,3
13615,56701,2002,1,3,4
13616,56701,2003,1,3,4
13617,56701,2004,1,3,4
13618,56701,2005,1,3,4
13619,56701,2006,1,3,4
13620,56701,2007,1,3,4
13621,56701,2008,1,3,4
13622,56701,2009,1,3,4
13623,56701,2010,1,3,4
13624,56701,2011,1,3,4
13625,56701,2012,1,3,4
13626,56701,2013,1,3,4
13627,56701,2014,1,3,4
13628,56701,2015,1,3,4
13629,56701,2016,1,3,4
13630,56701,2017,1,3,4
13631,56701,2018,0,1,1
13632,56806,1995,0,1,1
13633,56806,1996,0,2,2
13634,56806,1997,0,3,3
13635,56806,2008,1,1,2
13636,56806,2009,0,1,1
13637,56824,1995,0,1,1
13638,56824,1996,0,1,1
13639,56824,1997,1,3,4
13640,56824,1998,1,3,4
13641,56824,1999,1,3,4
13642,56824,2000,1,2,3
13643,56824,2001,0,3,3
13644,56824,2002,1,3,4
13645,56824,2003,1,0,1
13646,56868,1995,0,1,1
13647,56868,2000,0,1,1
13648,56868,2001,0,3,3
13649,56868,2002,1,3,4
13650,56868,2003,1,3,4
13651,56868,2004,1,3,4
13652,56868,2005,1,3,4
13653,56868,2006,1,3,4
13654,56868,2007,1,3,4
13655,56868,2008,1,3,4
13656,56868,2009,1,3,4
13657,56868,2010,1,3,4
13658,56868,2011,1,3,4
13659,56868,2012,1,3,4
13660,56868,2013,1,3,4
13661,56868,2014,1,3,4
13662,56868,2015,1,3,4
13663,56868,2016,1,3,4
13664,56868,2017,1,3,4
13665,56871,1996,1,1,2
13666,56871,1997,1,2,3
13667,56871,1998,1,3,4
13668,56871,1999,0,3,3
13669,56871,2000,0,3,3
13670,56871,2001,0,3,3
13671,56873,1995,0,1,1
13672,56873,1996,1,1,2
13673,56873,1997,1,3,4
13674,56873,1998,1,3,4
13675,56873,1999,1,3,4
13676,56873,2000,1,3,4
13677,56873,2001,1,3,4
13678,56873,2002,1,3,4
13679,56873,2003,1,3,4
13680,56873,2004,1,3,4
13681,56873,2005,1,3,4
13682,56873,2006,1,3,4
13683,56873,2007,1,3,4
13684,56873,2008,1,3,4
13685,56873,2009,1,3,4
13686,56873,2010,1,3,4
13687,56873,2011,1,3,4
13688,56873,2012,1,3,4
13689,56873,2013,1,3,4
13690,56873,2014,1,3,4
13691,56873,2015,1,3,4
13692,56873,2016,1,3,4
13693,56873,2017,1,3,4
13694,56955,1995,0,1,1
13695,56955,1996,1,1,2
13696,56955,1997,0,3,3
13697,56955,1998,0,3,3
13698,56978,1995,1,0,1
13699,56978,1996,1,1,2
13700,56978,1997,1,3,4
13701,56978,1998,1,3,4
13702,56978,1999,1,3,4
13703,56978,2000,0,3,3
13704,56978,2001,0,3,3
13705,56978,2002,1,3,4
13706,56978,2003,1,3,4
13707,56978,2004,1,3,4
13708,56978,2005,1,3,4
13709,56978,2006,1,3,4
13710,56978,2007,1,3,4
13711,56978,2008,1,3,4
13712,56978,2009,1,3,4
13713,56978,2010,1,3,4
13714,56978,2011,1,3,4
13715,56978,2012,1,3,4
13716,56978,2013,1,3,4
13717,56978,2014,1,3,4
13718,56978,2015,1,3,4
13719,56978,2016,1,3,4
13720,56978,2017,1,3,4
13721,56978,2018,0,1,1
13722,57055,1995,0,1,1
13723,57055,1996,0,2,2
13724,57055,1997,1,3,4
13725,57055,1998,1,3,4
13726,57055,1999,1,3,4
13727,57055,2000,0,3,3
13728,57055,2001,1,3,4
13729,57055,2002,1,3,4
13730,57055,2003,1,3,4
13731,57055,2004,1,2,3
13732,57055,2005,1,3,4
13733,57055,2006,1,2,3
13734,57055,2008,2,6,8
13735,57055,2010,2,5,7
13736,57055,2011,1,5,6
13737,57055,2012,1,1,2
13738,57131,1995,0,1,1
13739,57131,1996,0,2,2
13740,57131,1997,1,3,4
13741,57131,1998,1,3,4
13742,57131,1999,0,3,3
13743,57131,2000,1,3,4
13744,57131,2001,1,3,4
13745,57131,2002,1,3,4
13746,57131,2003,1,3,4
13747,57131,2004,1,2,3
13748,57131,2005,1,3,4
13749,57131,2006,1,3,4
13750,57131,2007,1,3,4
13751,57131,2008,1,3,4
13752,57131,2009,1,3,4
13753,57131,2010,1,3,4
13754,57131,2011,1,3,4
13755,57131,2012,1,3,4
13756,57131,2013,1,3,4
13757,57131,2014,1,3,4
13758,57131,2015,1,3,4
13759,57131,2016,1,3,4
13760,57131,2017,1,3,4
13761,57139,1995,0,1,1
13762,57139,1996,0,2,2
13763,57139,1997,0,3,3
13764,57139,1998,0,3,3
13765,57139,1999,0,3,3
13766,57139,2000,0,3,3
13767,57139,2001,0,3,3
13768,57139,2002,1,3,4
13769,57139,2003,1,3,4
13770,57139,2004,1,3,4
13771,57139,2005,1,3,4
13772,57139,2006,1,3,4
13773,57139,2007,1,3,4
13774,57139,2008,1,3,4
13775,57139,2009,1,3,4
13776,57139,2010,1,3,4
13777,57139,2011,0,2,2
13778,57183,1995,1,0,1
13779,57183,1996,0,1,1
13780,57183,1997,0,3,3
13781,57183,1998,0,3,3
13782,57183,1999,0,3,3
13783,57183,2000,0,3,3
13784,57183,2001,0,3,3
13785,57183,2002,0,3,3
13786,57183,2005,0,1,1
13787,57183,2006,1,2,3
13788,57183,2007,1,2,3
13789,57183,2008,1,2,3
13790,57183,2009,1,0,1
13791,57183,2010,1,0,1
13792,57183,2011,1,3,4
13793,57183,2012,1,3,4
13794,57183,2013,1,3,4
13795,57183,2014,1,3,4
13796,57183,2015,0,2,2
13797,57183,2016,1,3,4
13798,57183,2017,1,3,4
13799,57183,2018,0,1,1
13800,57187,1995,0,1,1
13801,57187,1996,0,1,1
13802,57187,1997,0,3,3
13803,57187,1998,1,3,4
13804,57187,1999,0,3,3
13805,57187,2000,0,3,3
13806,57187,2001,0,2,2
13807,57201,1995,0,1,1
13808,57201,1996,0,2,2
13809,57201,1997,1,3,4
13810,57201,1998,1,3,4
13811,57201,1999,1,3,4
13812,57201,2000,1,3,4
13813,57497,1995,0,1,1
13814,57497,1996,1,1,2
13815,57497,1997,1,3,4
13816,57497,1998,1,4,5
13817,57497,1999,1,3,4
13818,57497,2000,1,3,4
13819,57497,2001,1,3,4
13820,57497,2002,1,3,4
13821,57497,2003,1,3,4
13822,57497,2004,1,3,4
13823,57497,2005,1,3,4
13824,57497,2006,1,3,4
13825,57497,2007,1,2,3
13826,57515,1995,1,1,2
13827,57515,1996,0,1,1
13828,57515,1997,1,3,4
13829,57515,1998,0,3,3
13830,57515,1999,1,3,4
13831,57515,2000,1,3,4
13832,57515,2001,0,3,3
13833,57515,2002,1,3,4
13834,57515,2003,1,3,4
13835,57515,2004,1,3,4
13836,57515,2005,1,3,4
13837,57515,2006,1,3,4
13838,57515,2007,1,3,4
13839,57515,2008,1,3,4
13840,57515,2009,1,3,4
13841,57515,2010,1,3,4
13842,57515,2011,1,3,4
13843,57515,2012,1,3,4
13844,57515,2013,1,3,4
13845,57515,2014,1,3,4
13846,57515,2015,1,3,4
13847,57515,2016,1,3,4
13848,57515,2017,1,3,4
13849,57515,2018,0,1,1
13850,57528,1995,0,1,1
13851,57528,1996,1,1,2
13852,57528,1997,1,3,4
13853,57528,1998,1,3,4
13854,57528,1999,1,3,4
13855,57528,2000,1,3,4
13856,57528,2001,1,3,4
13857,57528,2002,1,3,4
13858,57528,2003,1,3,4
13859,57528,2004,1,3,4
13860,57528,2005,1,3,4
13861,57528,2006,1,3,4
13862,57528,2007,1,3,4
13863,57528,2008,1,3,4
13864,57528,2009,1,3,4
13865,57528,2010,1,3,4
13866,57528,2011,1,3,4
13867,57528,2012,1,3,4
13868,57528,2013,1,3,4
13869,57528,2014,1,3,4
13870,57528,2015,1,3,4
13871,57528,2016,1,3,4
13872,57528,2017,1,3,4
13873,57725,1998,0,1,1
13874,57725,2003,0,1,1
13875,57725,2004,1,3,4
13876,57725,2005,1,3,4
13877,57725,2006,1,3,4
13878,57725,2007,1,3,4
13879,57725,2008,1,3,4
13880,57725,2009,1,3,4
13881,57725,2010,1,3,4
13882,57725,2011,1,3,4
13883,57725,2012,1,3,4
13884,57725,2013,1,3,4
13885,57725,2014,1,3,4
13886,57725,2015,1,3,4
13887,57725,2016,1,3,4
13888,57725,2017,1,3,4
13889,58091,1995,0,1,1
13890,58091,1996,1,1,2
13891,58091,1997,0,3,3
13892,58091,1998,1,3,4
13893,58091,1999,1,1,2
13894,58146,2001,0,3,3
13895,58151,1995,1,0,1
13896,58151,1996,1,1,2
13897,58151,1997,1,3,4
13898,58151,1998,1,3,4
13899,58172,1995,0,1,1
13900,58172,1996,0,2,2
13901,58172,1997,1,3,4
13902,58172,1998,1,3,4
13903,58172,1999,0,1,1
13904,58361,1995,1,0,1
13905,58361,1996,1,1,2
13906,58361,1997,1,3,4
13907,58361,1998,1,3,4
13908,58361,1999,1,3,4
13909,58361,2000,1,3,4
13910,58361,2001,1,3,4
13911,58361,2002,1,3,4
13912,58361,2003,1,3,4
13913,58361,2004,1,3,4
13914,58361,2005,1,3,4
13915,58361,2006,1,3,4
13916,58361,2007,1,3,4
13917,58361,2008,1,3,4
13918,58361,2009,1,3,4
13919,58361,2010,1,3,4
13920,58361,2011,1,3,4
13921,58361,2012,1,3,4
13922,58361,2013,1,3,4
13923,58361,2014,1,3,4
13924,58361,2015,1,3,4
13925,58361,2016,1,3,4
13926,58361,2017,1,3,4
13927,58361,2018,0,1,1
13928,58492,1995,0,1,1
13929,58492,1996,1,1,2
13930,58492,1997,1,3,4
13931,58492,1998,0,3,3
13932,58492,1999,0,3,3
13933,58492,2000,1,3,4
13934,58492,2001,0,3,3
13935,58492,2002,0,3,3
13936,58492,2003,1,3,4
13937,58492,2004,1,3,4
13938,58492,2005,1,3,4
13939,58492,2006,1,3,4
13940,58492,2007,1,3,4
13941,58492,2008,1,3,4
13942,58492,2009,1,3,4
13943,58492,2010,1,3,4
13944,58492,2011,1,3,4
13945,58492,2012,1,3,4
13946,58492,2013,1,3,4
13947,58492,2014,1,3,4
13948,58492,2015,1,3,4
13949,58492,2016,1,3,4
13950,58492,2017,1,3,4
13951,58526,1996,0,1,1
13952,58526,1997,1,3,4
13953,58526,1998,1,3,4
13954,58526,1999,1,3,4
13955,58592,1995,0,1,1
13956,58592,1996,0,1,1
13957,58592,1997,0,3,3
13958,58592,1998,0,3,3
13959,58592,1999,1,3,4
13960,58592,2000,1,3,4
13961,58592,2001,1,3,4
13962,58592,2002,1,3,4
13963,58592,2003,1,3,4
13964,58592,2004,1,2,3
13965,58592,2005,1,3,4
13966,58592,2006,1,3,4
13967,58592,2007,1,3,4
13968,58592,2008,1,3,4
13969,58592,2009,1,3,4
13970,58592,2010,1,3,4
13971,58592,2011,1,3,4
13972,58592,2012,1,3,4
13973,58592,2013,1,3,4
13974,58592,2014,1,3,4
13975,58592,2015,1,3,4
13976,58636,1996,1,2,3
13977,58636,1997,1,1,2
13978,58696,1995,0,1,1
13979,58696,1996,0,1,1
13980,58696,1997,0,3,3
13981,58696,1998,0,1,1
13982,58696,1999,1,0,1
13983,58822,2006,0,1,1
13984,58822,2007,0,1,1
13985,58822,2008,0,1,1
13986,58822,2009,1,3,4
13987,58822,2010,1,3,4
13988,58822,2011,1,3,4
13989,58822,2012,1,3,4
13990,58822,2013,1,3,4
13991,58822,2014,1,3,4
13992,58822,2015,1,3,4
13993,58822,2016,1,3,4
